chr1	10292471	10292472	441
chr1	10292472	10292473	440
chr1	10292473	10292476	443
chr1	10292476	10292477	447
chr1	10292477	10292479	449
chr1	10292479	10292480	455
chr1	10292480	10292481	449
chr1	10292481	10292482	448
chr1	10292482	10292484	449
chr1	10292484	10292485	458
chr1	10292485	10292486	454
chr1	10292486	10292487	455
chr1	10292487	10292488	457
chr1	10292488	10292490	456
chr1	10292490	10292492	453
chr1	10292492	10292494	449
chr1	10292494	10292495	450
chr1	10292495	10292496	452
chr1	10292496	10292497	453
chr1	10316299	10316300	362
chr1	10316300	10316301	361
chr1	10316301	10316303	359
chr1	10316303	10316305	364
chr1	10316305	10316306	367
chr1	10316306	10316307	369
chr1	10316307	10316308	370
chr1	10316308	10316309	371
chr1	10316309	10316310	373
chr1	10316310	10316311	376
chr1	10316311	10316312	369
chr1	10316312	10316314	370
chr1	10316314	10316315	380
chr1	10316315	10316316	390
chr1	10316316	10316317	396
chr1	10316317	10316318	400
chr1	10316318	10316319	402
chr1	10316319	10316320	404
chr1	10316320	10316321	403
chr1	10316321	10316322	399
chr1	10316322	10316323	398
chr1	10316323	10316324	399
chr1	10316324	10316325	402
chr1	10316325	10316326	411
chr1	10316326	10316328	423
chr1	10316328	10316329	424
chr1	10316329	10316330	428
chr1	10316330	10316331	430
chr1	10316331	10316333	422
chr1	10316333	10316334	429
chr1	10316334	10316335	437
chr1	10316335	10316336	433
chr1	10316336	10316337	435
chr1	10316337	10316338	440
chr1	10316338	10316339	441
chr1	10316339	10316340	438
chr1	10316340	10316341	434
chr1	10316341	10316342	426
chr1	10316342	10316344	429
chr1	10316344	10316345	435
chr1	10316345	10316346	432
chr1	10316346	10316347	430
chr1	10316347	10316349	431
chr1	10316349	10316350	433
chr1	10316350	10316351	440
chr1	10316351	10316353	444
chr1	10316353	10316354	447
chr1	10316354	10316355	449
chr1	10316355	10316356	444
chr1	10316356	10316357	446
chr1	10316357	10316358	451
chr1	10316358	10316359	454
chr1	10316359	10316360	453
chr1	10316360	10316361	458
chr1	10316361	10316362	463
chr1	10316362	10316364	465
chr1	10316364	10316365	464
chr1	10316365	10316366	466
chr1	10316366	10316367	467
chr1	10316367	10316368	465
chr1	10316368	10316369	466
chr1	10316369	10316371	464
chr1	10316371	10316372	461
chr1	10316372	10316373	459
chr1	10316373	10316374	456
chr1	10316374	10316376	458
chr1	10316376	10316377	457
chr1	10316377	10316378	454
chr1	10316378	10316379	455
chr1	10316379	10316380	453
chr1	10316380	10316382	451
chr1	10316382	10316383	444
chr1	10316383	10316384	442
chr1	10316384	10316385	438
chr1	10316385	10316386	440
chr1	10318545	10318546	343
chr1	10318546	10318547	341
chr1	10318547	10318548	343
chr1	10318548	10318549	348
chr1	10318549	10318550	349
chr1	10318550	10318551	355
chr1	10318551	10318552	356
chr1	10318552	10318555	361
chr1	10318555	10318557	362
chr1	10318557	10318558	363
chr1	10318558	10318559	369
chr1	10318559	10318561	375
chr1	10318561	10318562	378
chr1	10318562	10318563	381
chr1	10318563	10318564	384
chr1	10318564	10318565	383
chr1	10318565	10318566	384
chr1	10318566	10318567	382
chr1	10318567	10318568	385
chr1	10318568	10318569	392
chr1	10318569	10318570	396
chr1	10318570	10318571	398
chr1	10318571	10318572	395
chr1	10318572	10318573	399
chr1	10318573	10318574	398
chr1	10318574	10318575	400
chr1	10318575	10318579	399
chr1	10318579	10318580	400
chr1	10318580	10318581	401
chr1	10318581	10318582	402
chr1	10318582	10318583	405
chr1	10318583	10318586	409
chr1	10318586	10318587	404
chr1	10318587	10318588	398
chr1	10318588	10318589	397
chr1	10318589	10318590	399
chr1	10318590	10318591	398
chr1	10318591	10318592	403
chr1	10318592	10318593	408
chr1	10318593	10318594	410
chr1	10318594	10318595	419
chr1	10318595	10318596	414
chr1	10318596	10318597	410
chr1	10318597	10318598	413
chr1	10318598	10318599	415
chr1	10318599	10318600	423
chr1	10318600	10318601	424
chr1	10318601	10318602	425
chr1	10318602	10318603	424
chr1	10318603	10318604	419
chr1	10318604	10318605	415
chr1	10318605	10318606	411
chr1	10318606	10318607	413
chr1	10318607	10318610	412
chr1	10318610	10318611	418
chr1	10318611	10318613	417
chr1	10318613	10318614	413
chr1	10318614	10318615	410
chr1	10318615	10318616	413
chr1	10318616	10318618	419
chr1	10318618	10318620	420
chr1	10318620	10318621	422
chr1	10318621	10318622	423
chr1	10318622	10318624	426
chr1	10318624	10318625	428
chr1	10318625	10318626	430
chr1	10318626	10318627	428
chr1	10318627	10318628	435
chr1	10318628	10318629	427
chr1	10318629	10318630	422
chr1	10318630	10318631	425
chr1	10318631	10318632	424
chr1	10318632	10318633	426
chr1	10318633	10318634	427
chr1	10318634	10318636	425
chr1	10318636	10318637	426
chr1	10318637	10318638	424
chr1	10318638	10318639	431
chr1	10318639	10318641	433
chr1	10318641	10318642	436
chr1	10318642	10318643	434
chr1	10318643	10318644	440
chr1	10318644	10318645	439
chr1	10318645	10318646	444
chr1	10318646	10318647	442
chr1	10318647	10318649	440
chr1	10318649	10318650	439
chr1	10318650	10318652	423
chr1	10318652	10318653	411
chr1	10318653	10318654	410
chr1	10318654	10318655	409
chr1	10318655	10318656	408
chr1	10318656	10318657	411
chr1	10318657	10318658	417
chr1	10318658	10318659	416
chr1	10318659	10318660	414
chr1	10318660	10318661	412
chr1	10318661	10318663	411
chr1	10318663	10318664	408
chr1	10318664	10318665	411
chr1	10318665	10318666	414
chr1	10318666	10318667	416
chr1	10318667	10318668	421
chr1	10318668	10318669	431
chr1	10318669	10318670	428
chr1	10318670	10318671	434
chr1	10318671	10318673	433
chr1	10318673	10318674	428
chr1	10318674	10318675	427
chr1	10318675	10318676	428
chr1	10318676	10318677	431
chr1	10318677	10318678	434
chr1	10318678	10318679	432
chr1	10318679	10318680	429
chr1	10318680	10318682	428
chr1	10318682	10318683	426
chr1	10318683	10318684	431
chr1	10318684	10318685	429
chr1	10318685	10318686	430
chr1	10318686	10318687	435
chr1	10318687	10318688	433
chr1	10318688	10318689	435
chr1	10318689	10318690	438
chr1	10318690	10318693	441
chr1	10318693	10318694	446
chr1	10318694	10318695	451
chr1	10318695	10318698	457
chr1	10318698	10318699	454
chr1	10318699	10318700	455
chr1	10318700	10318701	453
chr1	10318701	10318702	454
chr1	10318702	10318704	451
chr1	10318704	10318706	453
chr1	10318706	10318707	451
chr1	10318707	10318708	452
chr1	10318708	10318709	447
chr1	10318709	10318710	444
chr1	10318710	10318711	443
chr1	10318711	10318712	442
chr1	10318712	10318713	438
chr1	10318713	10318714	439
chr1	10318714	10318715	440
chr1	10318715	10318716	439
chr1	10318716	10318718	441
chr1	10318718	10318719	432
chr1	10318719	10318722	428
chr1	10318722	10318724	427
chr1	10318724	10318725	424
chr1	10318725	10318726	423
chr1	10318726	10318727	420
chr1	10318727	10318728	419
chr1	10318728	10318729	417
chr1	10318729	10318730	416
chr1	10318730	10318731	413
chr1	10318731	10318732	409
chr1	10318732	10318733	408
chr1	10318733	10318734	404
chr1	10318734	10318735	407
chr1	10321957	10321958	403
chr1	10321958	10321959	405
chr1	10321959	10321960	400
chr1	10321960	10321961	401
chr1	10321961	10321962	397
chr1	10321962	10321963	392
chr1	10321963	10321965	394
chr1	10321965	10321966	396
chr1	10321966	10321968	401
chr1	10321968	10321969	406
chr1	10321969	10321970	407
chr1	10321970	10321971	406
chr1	10321971	10321972	415
chr1	10321972	10321973	414
chr1	10321973	10321974	413
chr1	10321974	10321976	411
chr1	10321976	10321977	409
chr1	10321977	10321978	413
chr1	10321978	10321979	414
chr1	10321979	10321980	415
chr1	10321980	10321981	416
chr1	10321981	10321982	412
chr1	10321982	10321983	415
chr1	10321983	10321984	412
chr1	10321984	10321985	408
chr1	10321985	10321987	410
chr1	10321987	10321988	411
chr1	10321988	10321989	410
chr1	10321989	10321990	412
chr1	10321990	10321991	416
chr1	10321991	10321992	413
chr1	10321992	10321994	412
chr1	10321994	10321995	418
chr1	10321995	10321996	422
chr1	10321996	10321997	423
chr1	10321997	10321998	429
chr1	10321998	10321999	428
chr1	10321999	10322000	425
chr1	10322000	10322001	428
chr1	10322001	10322002	421
chr1	10322002	10322003	427
chr1	10322003	10322004	433
chr1	10322004	10322005	439
chr1	10322005	10322006	441
chr1	10322006	10322007	439
chr1	10322007	10322008	444
chr1	10322008	10322009	442
chr1	10322009	10322010	444
chr1	10322010	10322012	445
chr1	10322012	10322013	447
chr1	10322013	10322014	446
chr1	10322014	10322015	451
chr1	10322015	10322016	447
chr1	10322016	10322018	451
chr1	10322018	10322019	457
chr1	10322019	10322020	454
chr1	10322020	10322021	458
chr1	10322021	10322022	461
chr1	10322022	10322023	467
chr1	10322023	10322025	471
chr1	10322025	10322027	470
chr1	10322027	10322028	478
chr1	10322028	10322029	479
chr1	10322029	10322030	481
chr1	10322030	10322031	478
chr1	10322031	10322032	476
chr1	10322032	10322033	479
chr1	10327432	10327433	316
chr1	10327433	10327434	317
chr1	10327434	10327435	320
chr1	10327435	10327436	321
chr1	10327436	10327437	326
chr1	10327437	10327438	329
chr1	10327438	10327439	331
chr1	10327439	10327440	332
chr1	10327440	10327441	333
chr1	10327441	10327442	340
chr1	10327442	10327443	344
chr1	10327443	10327446	346
chr1	10327446	10327447	353
chr1	10327447	10327448	364
chr1	10327448	10327449	367
chr1	10327449	10327451	378
chr1	10327451	10327452	380
chr1	10327452	10327453	382
chr1	10327453	10327454	391
chr1	10327454	10327455	395
chr1	10327455	10327457	394
chr1	10327457	10327458	400
chr1	10327458	10327459	407
chr1	10327459	10327460	415
chr1	10327460	10327461	417
chr1	10327461	10327462	420
chr1	10327462	10327463	427
chr1	10327463	10327464	432
chr1	10327464	10327465	437
chr1	10327465	10327466	438
chr1	10327466	10327467	440
chr1	10327467	10327468	444
chr1	10327468	10327469	445
chr1	10327469	10327470	444
chr1	10327470	10327471	447
chr1	10327471	10327472	450
chr1	10327472	10327473	452
chr1	10327473	10327474	453
chr1	10327474	10327475	452
chr1	10327475	10327476	454
chr1	10327476	10327477	456
chr1	10327477	10327478	458
chr1	10327478	10327479	461
chr1	10327479	10327481	458
chr1	10327481	10327482	456
chr1	10327482	10327484	458
chr1	10327484	10327485	454
chr1	10327485	10327486	457
chr1	10327486	10327487	464
chr1	10327487	10327488	466
chr1	10327488	10327489	465
chr1	10327489	10327490	463
chr1	10327490	10327491	455
chr1	10327491	10327492	450
chr1	10327492	10327493	452
chr1	10327493	10327494	448
chr1	10327494	10327495	444
chr1	10327495	10327496	442
chr1	10327496	10327497	440
chr1	10327497	10327498	438
chr1	10327498	10327499	440
chr1	10327499	10327500	434
chr1	10327500	10327501	431
chr1	10327501	10327502	430
chr1	10327502	10327504	435
chr1	10327504	10327506	443
chr1	10327506	10327508	446
chr1	10327508	10327509	438
chr1	10327509	10327510	437
chr1	10327510	10327511	435
chr1	10327511	10327512	444
chr1	10327512	10327513	446
chr1	10327513	10327514	443
chr1	10327514	10327515	440
chr1	10327515	10327516	441
chr1	10327516	10327517	438
chr1	10327517	10327518	432
chr1	10327518	10327519	434
chr1	10327519	10327520	432
chr1	10327520	10327521	436
chr1	10327521	10327523	434
chr1	10327523	10327525	438
chr1	10327525	10327526	440
chr1	10327526	10327527	439
chr1	10327527	10327528	445
chr1	10327528	10327529	444
chr1	10327529	10327530	448
chr1	10327530	10327531	449
chr1	10327531	10327532	444
chr1	10327532	10327533	445
chr1	10327533	10327534	446
chr1	10327534	10327535	443
chr1	10327535	10327536	444
chr1	10327536	10327539	448
chr1	10327539	10327540	451
chr1	10327540	10327541	456
chr1	10327541	10327542	455
chr1	10327542	10327543	458
chr1	10327543	10327544	464
chr1	10327544	10327545	466
chr1	10327545	10327546	480
chr1	10327546	10327547	481
chr1	10327547	10327548	485
chr1	10327548	10327549	486
chr1	10327549	10327550	484
chr1	10327550	10327551	496
chr1	10327551	10327552	495
chr1	10327552	10327553	496
chr1	10327553	10327554	504
chr1	10327554	10327555	505
chr1	10327555	10327556	504
chr1	10327556	10327557	502
chr1	10327557	10327558	493
chr1	10327558	10327559	494
chr1	10327559	10327560	499
chr1	10327560	10327561	508
chr1	10327561	10327562	511
chr1	10327562	10327563	508
chr1	10327563	10327566	513
chr1	10327566	10327567	515
chr1	10327567	10327568	512
chr1	10327568	10327569	511
chr1	10327569	10327570	512
chr1	10327570	10327571	516
chr1	10327571	10327572	518
chr1	10327572	10327574	507
chr1	10327574	10327576	508
chr1	10327576	10327578	507
chr1	10327578	10327579	511
chr1	10327579	10327580	514
chr1	10327580	10327582	512
chr1	10327582	10327584	507
chr1	10327584	10327585	510
chr1	10327585	10327586	511
chr1	10327586	10327587	504
chr1	10327587	10327588	503
chr1	10327588	10327589	500
chr1	10327589	10327590	499
chr1	10327590	10327591	496
chr1	10327591	10327592	489
chr1	10327592	10327593	491
chr1	10327593	10327595	492
chr1	10327595	10327596	489
chr1	10327596	10327597	484
chr1	10327597	10327598	480
chr1	10327598	10327599	479
chr1	10327599	10327600	475
chr1	10327600	10327601	473
chr1	10327601	10327602	472
chr1	10327602	10327603	470
chr1	10327603	10327604	464
chr1	10327604	10327606	454
chr1	10327606	10327607	453
chr1	10327607	10327608	449
chr1	10327608	10327609	437
chr1	10327609	10327610	430
chr1	10327610	10327611	428
chr1	10327611	10327612	424
chr1	10327612	10327613	414
chr1	10327613	10327614	413
chr1	10327614	10327616	405
chr1	10327616	10327617	401
chr1	10327617	10327620	392
chr1	10327620	10327621	388
chr1	10328204	10328205	476
chr1	10328205	10328206	477
chr1	10328206	10328207	479
chr1	10328207	10328208	477
chr1	10328208	10328209	481
chr1	10328209	10328210	475
chr1	10328210	10328211	473
chr1	10328211	10328213	474
chr1	10328213	10328214	476
chr1	10328214	10328215	477
chr1	10328215	10328216	480
chr1	10328216	10328217	478
chr1	10328217	10328219	475
chr1	10328219	10328221	479
chr1	10328221	10328222	478
chr1	10328222	10328223	477
chr1	10328223	10328224	480
chr1	10328224	10328225	478
chr1	10328225	10328226	473
chr1	10328226	10328228	472
chr1	10328228	10328229	467
chr1	10328229	10328230	466
chr1	10328230	10328231	473
chr1	10328231	10328232	469
chr1	10328232	10328233	468
chr1	10328233	10328234	471
chr1	10328234	10328236	470
chr1	10328236	10328237	469
chr1	10328237	10328238	471
chr1	10328238	10328239	475
chr1	10328239	10328241	466
chr1	10328241	10328242	470
chr1	10328242	10328243	469
chr1	10328243	10328244	468
chr1	10328244	10328245	463
chr1	10328245	10328246	461
chr1	10328246	10328248	464
chr1	10328248	10328251	463
chr1	10328251	10328252	468
chr1	10328252	10328253	467
chr1	10328253	10328255	464
chr1	10328255	10328256	469
chr1	10328256	10328257	471
chr1	10328257	10328258	472
chr1	10328258	10328259	473
chr1	10328259	10328260	471
chr1	10328260	10328261	474
chr1	10328261	10328263	476
chr1	10328263	10328264	474
chr1	10328264	10328265	477
chr1	10328265	10328266	478
chr1	10328266	10328267	472
chr1	10328267	10328268	470
chr1	10328268	10328269	468
chr1	10328269	10328271	477
chr1	10328271	10328272	480
chr1	10328272	10328274	482
chr1	10328274	10328275	473
chr1	10328275	10328276	472
chr1	10328276	10328277	470
chr1	10328277	10328278	479
chr1	10328278	10328279	470
chr1	10328279	10328280	467
chr1	10328280	10328282	476
chr1	10328282	10328283	475
chr1	10328283	10328284	477
chr1	10328284	10328285	484
chr1	10328285	10328286	487
chr1	10328286	10328287	484
chr1	10328287	10328288	485
chr1	10328288	10328289	482
chr1	10328289	10328290	481
chr1	10328290	10328291	478
chr1	10328291	10328292	474
chr1	10328292	10328293	471
chr1	10328293	10328294	467
chr1	10328294	10328295	469
chr1	10328295	10328296	477
chr1	10328296	10328297	478
chr1	10328297	10328298	477
chr1	10328298	10328299	470
chr1	10328299	10328300	476
chr1	10328300	10328301	475
chr1	10328301	10328302	478
chr1	10328302	10328303	470
chr1	10328303	10328304	472
chr1	10328304	10328305	470
chr1	10328305	10328306	469
chr1	10328306	10328308	462
chr1	10328308	10328309	460
chr1	10328309	10328310	452
chr1	10328310	10328311	453
chr1	10328311	10328312	451
chr1	10328312	10328313	449
chr1	10328313	10328315	452
chr1	10328315	10328316	451
chr1	10328316	10328317	445
chr1	10328317	10328319	443
chr1	10328319	10328321	440
chr1	10328321	10328323	438
chr1	10328323	10328324	439
chr1	10328324	10328325	440
chr1	10328325	10328326	441
chr1	10331554	10331555	455
chr1	10331555	10331556	451
chr1	10331556	10331557	448
chr1	10331557	10331558	447
chr1	10331558	10331559	450
chr1	10331559	10331560	444
chr1	10331560	10331561	441
chr1	10331561	10331562	443
chr1	10331562	10331563	436
chr1	10331563	10331564	438
chr1	10331564	10331565	437
chr1	10331565	10331566	432
chr1	10331566	10331567	436
chr1	10331567	10331568	435
chr1	10331568	10331569	438
chr1	10331569	10331570	441
chr1	10331570	10331571	438
chr1	10331571	10331572	434
chr1	10331572	10331573	438
chr1	10331573	10331574	437
chr1	10331574	10331575	431
chr1	10331575	10331576	432
chr1	10331576	10331577	434
chr1	10331577	10331578	430
chr1	10331578	10331579	432
chr1	10331579	10331581	435
chr1	10331581	10331582	433
chr1	10331582	10331583	431
chr1	10331583	10331584	430
chr1	10331584	10331585	436
chr1	10331585	10331586	440
chr1	10331586	10331587	444
chr1	10331587	10331588	450
chr1	10331588	10331589	448
chr1	10331589	10331590	447
chr1	10331590	10331591	439
chr1	10331591	10331592	442
chr1	10331592	10331593	447
chr1	10331593	10331594	445
chr1	10331594	10331595	439
chr1	10331595	10331597	442
chr1	10331597	10331599	443
chr1	10331599	10331600	438
chr1	10331600	10331601	443
chr1	10331601	10331602	444
chr1	10331602	10331604	442
chr1	10331604	10331605	434
chr1	10331605	10331606	438
chr1	10331606	10331607	436
chr1	10331607	10331608	441
chr1	10331608	10331609	444
chr1	10331609	10331610	442
chr1	10331610	10331611	437
chr1	10331611	10331612	442
chr1	10331612	10331613	441
chr1	10331613	10331614	442
chr1	10331614	10331615	449
chr1	10331615	10331616	450
chr1	10331616	10331617	447
chr1	10331617	10331618	444
chr1	10331618	10331619	446
chr1	10331619	10331621	444
chr1	10331621	10331622	447
chr1	10331622	10331623	451
chr1	10331623	10331624	444
chr1	10331624	10331625	443
chr1	10331625	10331626	441
chr1	10331626	10331627	444
chr1	10331627	10331628	441
chr1	10331628	10331629	440
chr1	10331629	10331630	441
chr1	10331630	10331631	435
chr1	10331631	10331632	436
chr1	10331632	10331633	435
chr1	10331633	10331635	433
chr1	10331635	10331636	435
chr1	10331636	10331637	433
chr1	10331637	10331638	430
chr1	10331638	10331639	432
chr1	10331639	10331640	430
chr1	10331640	10331641	431
chr1	10331641	10331642	430
chr1	10332293	10332294	375
chr1	10332294	10332296	376
chr1	10332296	10332297	373
chr1	10332297	10332298	377
chr1	10332298	10332299	370
chr1	10332299	10332300	371
chr1	10332300	10332301	368
chr1	10332301	10332302	372
chr1	10332302	10332304	370
chr1	10332304	10332305	376
chr1	10332305	10332306	374
chr1	10332306	10332307	372
chr1	10332307	10332308	374
chr1	10332308	10332309	370
chr1	10332309	10332310	371
chr1	10332310	10332311	374
chr1	10332311	10332312	377
chr1	10332312	10332313	379
chr1	10332313	10332314	378
chr1	10332314	10332315	375
chr1	10332315	10332316	374
chr1	10332316	10332317	369
chr1	10332317	10332318	367
chr1	10332318	10332319	369
chr1	10332319	10332320	367
chr1	10332320	10332321	376
chr1	10332321	10332322	373
chr1	10332322	10332323	376
chr1	10332323	10332324	381
chr1	10332324	10332325	387
chr1	10332325	10332326	388
chr1	10332326	10332327	394
chr1	10332327	10332328	393
chr1	10332328	10332329	395
chr1	10332329	10332330	401
chr1	10332330	10332331	398
chr1	10332331	10332332	394
chr1	10332332	10332333	393
chr1	10332333	10332334	394
chr1	10332334	10332335	404
chr1	10332335	10332336	411
chr1	10332336	10332337	414
chr1	10332337	10332338	413
chr1	10332338	10332339	408
chr1	10332339	10332340	417
chr1	10332340	10332343	428
chr1	10332343	10332344	434
chr1	10332344	10332345	443
chr1	10332345	10332346	447
chr1	10332346	10332347	449
chr1	10332347	10332348	448
chr1	10332348	10332349	446
chr1	10332349	10332350	447
chr1	10332350	10332351	443
chr1	10332351	10332352	458
chr1	10332352	10332353	456
chr1	10332353	10332354	461
chr1	10332354	10332355	463
chr1	10332355	10332356	467
chr1	10332356	10332357	465
chr1	10332357	10332358	463
chr1	10332358	10332359	462
chr1	10332359	10332360	460
chr1	10332360	10332361	462
chr1	10332361	10332362	459
chr1	10332362	10332363	463
chr1	10332363	10332364	467
chr1	10332364	10332365	470
chr1	10332365	10332366	479
chr1	10332366	10332367	474
chr1	10332367	10332368	470
chr1	10332368	10332369	476
chr1	10335480	10335481	409
chr1	10335481	10335482	408
chr1	10335482	10335483	407
chr1	10335483	10335485	406
chr1	10335485	10335486	402
chr1	10335486	10335487	408
chr1	10335487	10335490	402
chr1	10335490	10335491	403
chr1	10335491	10335492	407
chr1	10335492	10335493	405
chr1	10335493	10335494	406
chr1	10335494	10335495	409
chr1	10335495	10335496	408
chr1	10335496	10335497	413
chr1	10335497	10335498	412
chr1	10335498	10335499	414
chr1	10335499	10335500	416
chr1	10335500	10335501	415
chr1	10335501	10335502	416
chr1	10335502	10335503	417
chr1	10335503	10335504	416
chr1	10335504	10335505	417
chr1	10335505	10335506	418
chr1	10335506	10335507	420
chr1	10335507	10335508	423
chr1	10335508	10335509	424
chr1	10335509	10335510	423
chr1	10335510	10335511	422
chr1	10335511	10335512	423
chr1	10335512	10335513	426
chr1	10335513	10335514	422
chr1	10335514	10335516	420
chr1	10335516	10335517	421
chr1	10335517	10335519	422
chr1	10335519	10335520	421
chr1	10335520	10335521	427
chr1	10335521	10335522	422
chr1	10335522	10335523	425
chr1	10335523	10335528	422
chr1	10335528	10335529	425
chr1	10335529	10335530	424
chr1	10335530	10335531	429
chr1	10335531	10335533	428
chr1	10335533	10335534	436
chr1	10335534	10335535	433
chr1	10335535	10335536	432
chr1	10335536	10335537	435
chr1	10335537	10335538	439
chr1	10335538	10335539	438
chr1	10335539	10335540	436
chr1	10335540	10335541	437
chr1	10335541	10335542	446
chr1	10335542	10335543	448
chr1	10335543	10335544	449
chr1	10335544	10335545	447
chr1	10335545	10335548	448
chr1	10335548	10335549	452
chr1	10335549	10335550	444
chr1	10335550	10335551	442
chr1	10335551	10335552	456
chr1	10335552	10335553	447
chr1	10335553	10335554	440
chr1	10335554	10335555	446
chr1	10335555	10335556	448
chr1	10335556	10335557	454
chr1	10335557	10335559	449
chr1	10335559	10335560	446
chr1	10335560	10335561	449
chr1	10335561	10335562	444
chr1	10335562	10335563	441
chr1	10335563	10335564	437
chr1	10335564	10335565	435
chr1	10335565	10335566	434
chr1	10336373	10336374	318
chr1	10336374	10336375	319
chr1	10336375	10336376	318
chr1	10336376	10336377	317
chr1	10336377	10336378	320
chr1	10336378	10336379	321
chr1	10336379	10336380	323
chr1	10336380	10336381	328
chr1	10336381	10336382	326
chr1	10336382	10336384	325
chr1	10336384	10336385	322
chr1	10336385	10336386	324
chr1	10336386	10336387	327
chr1	10336387	10336388	330
chr1	10336388	10336389	334
chr1	10336389	10336390	332
chr1	10336390	10336391	331
chr1	10336391	10336392	329
chr1	10336392	10336393	323
chr1	10336393	10336394	325
chr1	10336394	10336396	323
chr1	10336396	10336397	327
chr1	10336397	10336398	324
chr1	10336398	10336399	323
chr1	10336399	10336400	325
chr1	10336400	10336401	326
chr1	10336401	10336403	329
chr1	10336403	10336404	332
chr1	10336404	10336405	337
chr1	10336405	10336406	339
chr1	10336406	10336407	337
chr1	10336407	10336408	338
chr1	10336408	10336409	334
chr1	10336409	10336410	330
chr1	10336410	10336411	333
chr1	10336411	10336412	335
chr1	10336412	10336413	333
chr1	10336413	10336414	331
chr1	10336414	10336415	334
chr1	10336415	10336417	330
chr1	10336417	10336418	331
chr1	10336418	10336419	337
chr1	10336419	10336420	334
chr1	10336420	10336421	333
chr1	10336421	10336422	331
chr1	10336422	10336423	327
chr1	10336423	10336425	325
chr1	10336425	10336426	330
chr1	10336426	10336427	331
chr1	10336427	10336428	333
chr1	10336428	10336430	341
chr1	10336430	10336432	345
chr1	10336432	10336433	343
chr1	10336433	10336434	345
chr1	10336434	10336435	344
chr1	10336435	10336436	346
chr1	10336436	10336437	353
chr1	10336437	10336438	354
chr1	10336438	10336439	351
chr1	10336439	10336440	353
chr1	10336440	10336441	355
chr1	10336441	10336442	354
chr1	10336442	10336443	358
chr1	10336443	10336444	359
chr1	10336444	10336445	365
chr1	10336445	10336446	366
chr1	10336446	10336447	365
chr1	10336447	10336448	361
chr1	10336448	10336449	355
chr1	10336449	10336450	351
chr1	10336450	10336452	361
chr1	10336452	10336453	366
chr1	10336453	10336454	363
chr1	10336454	10336455	362
chr1	10336455	10336456	365
chr1	10336456	10336457	367
chr1	10336457	10336459	365
chr1	10336459	10336460	366
chr1	10336460	10336461	364
chr1	10336461	10336462	362
